admin3Name_en,admin3Name_ar,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_ar,admin3AltName2_ar,admin2Name_en,admin2Name_ar,admin2Pcode,admin1Name_en,admin1Name_ar,admin1Pcode,admin0Name_en,admin0Name_ar,admin0Pcode,date,validOn,validTo
Qornet Aakkar,القرنة,35352,Qornet Aakkar,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Beit El-Haouch,بيت الحوش,35367,Beit El-Haouch,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qraiyat,القريات,35334,Qraiyat,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Khreibet Aakkar,الخريبة,35330,Khreibet Aakkar,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Raouda-Aadoua,روضه المنيه,37382,Raouda-Aadoua,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bzal,بزال,35316,Bzal,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Merkebta,مركبتا,37381,Merkebta,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Jdeidet El-Qaitaa,جديدة القيطع,35344,Jdeidet El-Qaitaa,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Beit Younes,بيت يونس,35321,Beit Younes,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aayoun El-Ghizlane,عيون الغزلان,35347,Aayoun El-Ghizlane,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Habchit,حبشيت,35326,Habchit,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Michmich Aakkar,مشمش,35351,Michmich Aakkar,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Michaa Mrajhineh,سويدية,54114,Michaa Mrajhineh,,,,,El Hermel, الهرمل,LB22,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Beit Ayoub,بيت ايوب,35337,Beit Ayoub,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Sfaynet El-Qaitaa,سفينة القيطع,35324,Sfaynet El-Qaitaa,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Borj El-Yahoudiyeh,برج اليهودية,37251,Borj El-Yahoudiyeh,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Sadaqa,صدقة,35327,Sadaqa,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Nabi Youcheaa,النبي يوشع,37261,Nabi Youcheaa,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Hrar,حرار,35328,Hrar,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Deir Aammar,دير عمار,37241,Deir Aammar,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qabaait,قبعيت,35325,Qabaait,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Beddaoui,بداوي,37231,Beddaoui,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mina Jardin,بساتين المينا,31186,Mina Jardin,,,,,Tripoli,طرابلس,LB56,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Trablous jardins,بساتين طرابلس,31166,Trablous jardins,,,,,Tripoli,طرابلس,LB56,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mina N:3,المينا,31181,Mina N 3,,,,,Tripoli,طرابلس,LB56,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Terbol-Miniyeh,تربل المنيه,37387,Terbol-Miniyeh,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Hraiqis,حريقص,33287,Hraiqis,,,,,Zgharta,زغرتا,LB57,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mina N:1,مينا طرابلس 1,31171,Mina N 1,,,,,Tripoli,طرابلس,LB56,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mina N:2,مينا طرابلس 2,31176,Mina N 2,,,,,Tripoli,طرابلس,LB56,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mejdlaiya Zgharta,مجدليا زغرتا,33129,Mejdlaiya Zgharta,,,,,Zgharta,زغرتا,LB57,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mzraat Kefraya,كفريا زغرتا,33283,Mzraat Kefraya,,,,,Zgharta,زغرتا,LB57,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zighrine,زغرين,54119,Zighrine,,,,,El Hermel, الهرمل,LB22,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Boussit,بوسيط,33279,Boussit,,,,,Zgharta,زغرتا,LB57,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Litige,,54001,Litige,,,,,El Hermel, الهرمل,LB22,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Trablous Ez-Zeitoun,طرابلس الزيتون,31111,Trablous Ez-Zeitoun,,,,,Tripoli,طرابلس,LB56,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qarhaiya,قرحيا,37360,Qarhaiya,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Trablous El-Qobbe,القبة,31151,Trablous El-Qobbe,,,,,Tripoli,طرابلس,LB56,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qarne,القرن,37383,Qarne,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Trablous et Tabbaneh,التبانة,31161,Trablous et Tabbaneh,,,,,Tripoli,طرابلس,LB56,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aasaymout,عصيموت,37362,Aasaymout,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Debaael,دبعل المنيه,37356,Debaael,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aazqai,عزقي ,37361,Aazqai,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qaa Ouadi El-Khanzir,قاع وادي الخنزير,53254,Qaa Ouadi El-Khanzir,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Btermaz,بطرماز,37343,Btermaz,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Trablous Et-Tell,التل,31121,Trablous Et-Tell,,,,,Tripoli,طرابلس,LB56,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aalma,علما,33133,Aalma,,,,,Zgharta,زغرتا,LB57,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Trablous Ez-Zahrieh,الزاهرية,31156,Trablous Ez-Zahrieh,,,,,Tripoli,طرابلس,LB56,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Hailan,حيلان زغرتا,33275,Hailan,,,,,Zgharta,زغرتا,LB57,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Litige,,54002,Litige,,,,,El Hermel, الهرمل,LB22,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Trablous El Hadid,الحديد,31146,Trablous El Hadid,,,,,Tripoli,طرابلس,LB56,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Trablous Es-Souayqa,السويقة,31141,Trablous Es-Souayqa,,,,,Tripoli,طرابلس,LB56,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Trablous En-Nouri,النوري,31126,Trablous En-Nouri,,,,,Tripoli,طرابلس,LB56,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Trablous Er-Remmaneh,الرمانة,31136,Trablous Er-Remmaneh,,,,,Tripoli,طرابلس,LB56,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Trablous El Mhatra,المهاترة,31131,Trablous El Mhatra,,,,,Tripoli,طرابلس,LB56,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aachach,عشاش,33267,Aachach,,,,,Zgharta,زغرتا,LB57,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
"Trablous El-Haddadine, El-Hadid, El-Mharta",الحدادين,31116,"Trablous El-Haddadine, El-Hadid, El-Mharta",,,,,Tripoli,طرابلس,LB56,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Harf Es-Sayad,حرف السياد,37345,Harf Es-Sayad,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Jayroun,جيرون,37358,Jayroun,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Arde,أرده,33123,Arde,,,,,Zgharta,زغرتا,LB57,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bakhaaoun,بخعون,37391,Bakhaaoun,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Miriata,مرياطا,33271,Miriata,,,,,Zgharta,زغرتا,LB57,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Kfar Chellane,كفر شلان,37363,Kfar Chellane,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Haouaret-Miniyeh,حوارة ,37355,Haouaret-Miniyeh,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aardat,عردات,33113,Aardat,,,,,Zgharta,زغرتا,LB57,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Beit Haouik,بيت حاويك,37357,Beit Haouik,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Kfar Habou,كفر حبو,37365,Kfar Habou,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mrah Es-Srayj,مراح السريج,37351,Mrah Es-Srayj,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qemmamine,قمامين,37344,Qemmamine,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Ras Masqa,راس مسقا الجنوبية,32185,Ras Masqa,,,,,El Koura,الكورة,LB54,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qaa Jouar Maqiyé,قاع جوار مكية,53267,Qaa Jouar Maqiye,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Tarane,طاران,37323,Tarane,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Sfireh,سفيرة,37337,Sfireh,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Litige,,37001,Litige,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Kfardlaqous,كفردلاقوس,33115,Kfardlaqous,,,,,Zgharta,زغرتا,LB57,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Kfar Bibnine,كفر ببنين,37395,Kfar Bibnine,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Beit Zoud,بيت زود,37349,Beit Zoud,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Litige,,54003,Litige,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Rachaaine,رشعين,33117,Rachaaine,,,,,Zgharta,زغرتا,LB57,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Kharroub-Miniyeh,خرنوب المنيه,37335,Kharroub-Miniyeh,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Hermel Jbab,هرمل جباب,54159,Hermel Jbab,,,,,El Hermel, الهرمل,LB22,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zgharta,زغرتا,33111,Zgharta,,,,,Zgharta,زغرتا,LB57,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Danha,دنها,33263,Danha,,,,,Zgharta,زغرتا,LB57,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Haql el Aazimeh,حقل العزيمة,37327,Haql el Aazimeh,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Kfarhoura,كفر حورا,33143,Kfarhoura,,,,,Zgharta,زغرتا,LB57,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Izal,إيزال,37341,Izal,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bkeftine,بكفتين,32189,Bkeftine,,,,,El Koura,الكورة,LB54,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qattineh-Miniyeh,القطين المنيه,37315,Qattineh-Miniyeh,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Tallet Zgharta,تلة زغرتا,33171,Tallet Zgharta,,,,,Zgharta,زغرتا,LB57,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qalamoun,القلمون,31221,Qalamoun,,,,,Tripoli,طرابلس,LB56,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mrah Es-Sfire,مراح السفيرة,37331,Mrah Es-Sfire,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mrebbine,مربين,37385,Mrebbine,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Barsa,برصا,32187,Barsa,,,,,El Koura,الكورة,LB54,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aassoun,عاصون,37313,Aassoun,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qraine,قرين,37353,Qraine,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Deddeh,دده,32179,Deddeh,,,,,El Koura,الكورة,LB54,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Beit El-Faqs,بيت الفقس,37329,Beit El-Faqs,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qaa Baayoun,قاع بعيون,53257,Qaa Baayoun,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qarsaita,قرصيتا,37339,Qarsaita,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aain Et-Tineh-Miniyeh,عين التينه المنيه,37333,Aain Et-Tineh-Miniyeh,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Asnoun,اصنون,33125,Asnoun,,,,,Zgharta,زغرتا,LB57,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Hazmiyet-Miniyeh,حازمية المنيه,37321,Hazmiyet-Miniyeh,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Deir Nbouh,دير نبوح,37377,Deir Nbouh,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mazraat Ajbeaa,مزرعة إجبع,33127,Mazraat Ajbeaa,,,,,Zgharta,زغرتا,LB57,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mazraat Ketrane,مزرعة كتران,37314,Mazraat Ketrane,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Kfarhata Zgharta,كفر حاتا,33121,Kfarhata Zgharta,,,,,Zgharta,زغرتا,LB57,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Hariq Zgharta,حريق زغرتا,33131,Hariq Zgharta,,,,,Zgharta,زغرتا,LB57,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qarah Bach,قره باش,33119,Qarah Bach,,,,,Zgharta,زغرتا,LB57,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Sir Ed-Danniyeh,سير الضنية,37311,Sir Ed-Danniyeh,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Nakhleh,نخلة,32191,Nakhleh,,,,,El Koura,الكورة,LB54,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mimrine,نمرين,37325,Mimrine,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Kfarzaina,كفر زينا,33145,Kfarzaina,,,,,Zgharta,زغرتا,LB57,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Hraiche,حريشه,32183,Hraiche,,,,,El Koura,الكورة,LB54,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bqarsouna,بقرصونه,37319,Bqarsouna,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bqaa Sefrine,بقاع صفرين,37317,Bqaa Sefrine,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mazraat Jnaid,مزرعة جنيد,33135,Mazraat Jnaid,,,,,Zgharta,زغرتا,LB57,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bqaiaa El-Koura,البقيعة,32193,Bqaiaa El-Koura,,,,,El Koura,الكورة,LB54,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Khaldiyeh,خالدية,33139,Khaldiyeh,,,,,Zgharta,زغرتا,LB57,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Batroumine,بترومين,32159,Batroumine,,,,,El Koura,الكورة,LB54,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Btouratij,بتوراتيج,32169,Btouratij,,,,,El Koura,الكورة,LB54,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Deir El-Balamand,دير البلمند,32173,Deir El-Balamand,,,,,El Koura,الكورة,LB54,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Deir Jdeide,الجديدة زغرتا,33137,Deir Jdeide,,,,,Zgharta,زغرتا,LB57,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qalhat,قلحات,32171,Qalhat,,,,,El Koura,الكورة,LB54,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Iaal,إيعال,33141,Iaal,,,,,Zgharta,زغرتا,LB57,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Sakhra,صخرة,33151,Sakhra,,,,,Zgharta,زغرتا,LB57,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Kfarchakhna,كفر شخنا,33147,Kfarchakhna,,,,,Zgharta,زغرتا,LB57,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Karm El-Mohr,كرم المهر,37347,Karm El-Mohr,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Kfar Kahel,كفرقاهل,32167,Kfar Kahel,,,,,El Koura,الكورة,LB54,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Enfeh,أنفه,32181,Enfeh,,,,,El Koura,الكورة,LB54,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Houakir,حواكير,33152,Houakir,,,,,Zgharta,زغرتا,LB57,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mazraat El-Kreme,مزرعة الكريم,37389,Mazraat El-Kreme,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Morh Kfarsghab,كفرصغاب,33155,Morh Kfarsghab,,,,,Zgharta,زغرتا,LB57,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Kfaryachit,كفر ياشيت,33153,Kfaryachit,,,,,Zgharta,زغرتا,LB57,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Litige,,37002,Litige,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bechehhara,بشحارة,37379,Bechehhara,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zaghartaghrine,زغرتغرين,37369,Zaghartaghrine,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zakroun,زكرون,32175,Zakroun,,,,,El Koura,الكورة,LB54,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aaymar,عيمر ,37367,Aaymar,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bsebaal,بسبعل,33149,Bsebaal,,,,,Zgharta,زغرتا,LB57,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Deir Mar Maroun Baalbek,دير مار مارون بعلبك,53244,Deir Mar Maroun Baalbek,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Fiaa,فيع,32147,Fiaa,,,,,El Koura,الكورة,LB54,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Jarjour,جرجور,37375,Jarjour,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Kahf El-Malloul,كفَ الملول,37373,Kahf El-Malloul,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bdebba,بدبا,32145,Bdebba,,,,,El Koura,الكورة,LB54,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Miziara,مزيارة,33251,Miziara,,,,,Zgharta,زغرتا,LB57,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Litige,,37003,Litige,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bsarma,بصرما,32125,Bsarma,,,,,El Koura,الكورة,LB54,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aaba,عبا الكورة,32143,Aaba,,,,,El Koura,الكورة,LB54,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bchannine,بشنين,33157,Bchannine,,,,,Zgharta,زغرتا,LB57,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qaa Baalbek,القاع,53241,Qaa Baalbek,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Litige,,37004,Litige,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bterram,بطرام,32119,Bterram,,,,,El Koura,الكورة,LB54,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Barghoun,برغون,32163,Barghoun,,,,,El Koura,الكورة,LB54,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bechnnata,بشناتا,37359,Bechnnata,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
